Progeny Sire    Dam     Sex  G   NMPrg NFPrg F        Homo     Phen      Res       Polygene  QTL       Final_EBV
4054    1878    2588    F   8    0     2     0.000000 0.707578 +0.931536 +0.558170 +0.000000 +0.373365 +0.275428
4055    12      2600    F   8    0     0     0.000000 0.688711 -1.238565 -1.506886 +0.000000 +0.268322 +0.286382
4056    3370    3024    M   8    0     0     0.007812 0.698933       --- +0.000000 +0.000000 +0.349877 +0.410935
4057    3215    3296    F   8    1     1     0.011719 0.712067 +1.669086 +0.799245 +0.000000 +0.869841 +0.610813
4058    3152    3645    F   8    0     0     0.019531 0.690578 -0.957825 -1.410272 +0.000000 +0.452447 +0.245158
4059    2762    1130    F   8    0     0     0.000000 0.703822 -1.135776 -1.356570 +0.000000 +0.220794 +0.298186
4060    2079    1780    F   8    1     1     0.000000 0.691956 +0.164252 -0.305234 +0.000000 +0.469485 +0.524237
4061    2386    3258    M   8    0     0     0.005859 0.692333       --- +0.000000 +0.000000 +0.604632 +0.445997
4062    3507    773     F   8    0     0     0.000000 0.696667 -0.955356 -1.220970 +0.000000 +0.265614 +0.281750
4063    3481    3497    F   8    1     1     0.005371 0.702289 -0.358622 -0.911833 +0.000000 +0.553211 +0.422227
4064    3340    2429    M   8    0     0     0.000977 0.692667       --- +0.000000 +0.000000 +0.535192 +0.431785
4065    3370    2661    M   8    0     0     0.001953 0.689600       --- +0.000000 +0.000000 +0.167786 +0.423664
4066    3481    2498    M   8    0     0     0.007812 0.695556       --- +0.000000 +0.000000 +0.578546 +0.502481
4067    2943    1880    M   8    0     0     0.009766 0.709556       --- +0.000000 +0.000000 +0.352254 +0.352980
4068    3090    1075    M   8    0     0     0.000000 0.703133       --- +0.000000 +0.000000 +0.292064 +0.371437
4069    3       1016    F   8    1     1     0.000000 0.690933 +1.441647 +0.828017 +0.000000 +0.613629 +0.451709
4070    2763    3585    M   8    11    9     0.009277 0.690844       --- +0.000000 +0.000000 +0.617639 +0.681034
4071    3481    3421    M   8    0     0     0.007080 0.698089       --- +0.000000 +0.000000 +0.257484 +0.433493
4072    1677    3384    M   8    0     0     0.007812 0.715578       --- +0.000000 +0.000000 +0.852754 +0.467267
4073    2994    3214    M   8    0     0     0.008789 0.698022       --- +0.000000 +0.000000 +0.386136 +0.354274
4074    3416    3135    M   8    0     0     0.011719 0.700333       --- +0.000000 +0.000000 +0.184291 +0.377684
4075    3064    3390    M   8    0     0     0.008789 0.700622       --- +0.000000 +0.000000 +0.370541 +0.439070
4076    2795    2503    F   8    0     0     0.003906 0.706356 -1.178968 -1.207148 +0.000000 +0.028180 +0.323523
4077    3370    2685    M   8    0     0     0.003906 0.701844       --- +0.000000 +0.000000 +0.672403 +0.322895
4078    12      3451    F   8    2     0     0.000000 0.712156 +0.589396 +0.451689 +0.000000 +0.137708 +0.426410
4079    2655    913     M   8    0     0     0.000000 0.710644       --- +0.000000 +0.000000 +0.380427 +0.287712
4080    2830    1904    F   8    0     0     0.000000 0.699444 -1.354343 -1.699834 +0.000000 +0.345490 +0.211042
4081    1577    3582    F   8    0     0     0.003906 0.693933 +0.048279 -0.083977 +0.000000 +0.132255 +0.330741
4082    2763    3432    M   8    5     5     0.009766 0.706333       --- +0.000000 +0.000000 +0.378004 +0.525064
4083    2701    3204    F   8    2     0     0.003906 0.709644 +2.980157 +2.258769 +0.000000 +0.721388 +0.519265
4084    2763    2946    F   8    0     2     0.013672 0.703756 +0.270161 -0.419111 +0.000000 +0.689271 +0.584888
4085    3416    3141    F   8    0     0     0.013672 0.704711 -0.957487 -1.355379 +0.000000 +0.397892 +0.240003
4086    2655    911     M   8    0     0     0.000000 0.708756       --- +0.000000 +0.000000 +0.730671 +0.315126
4087    2719    2467    M   8    0     0     0.000000 0.707000       --- +0.000000 +0.000000 +0.621986 +0.436885
4088    3349    425     M   8    0     0     0.000000 0.685533       --- +0.000000 +0.000000 +1.089471 +0.626716
4089    2943    3048    M   8    0     0     0.005859 0.693822       --- +0.000000 +0.000000 +0.319338 +0.354143
4090    1577    2740    F   8    0     0     0.000000 0.702156 +0.055569 +0.045731 +0.000000 +0.009838 +0.341432
4091    1878    2563    F   8    0     0     0.000000 0.694778 +0.068201 -0.103856 +0.000000 +0.172057 +0.340072
4092    2830    590     M   8    0     0     0.000000 0.705644       --- +0.000000 +0.000000 +1.075138 +0.399690
4093    3152    1937    M   8    0     0     0.003906 0.700222       --- +0.000000 +0.000000 +0.291603 +0.260706
4094    2195    3043    F   8    1     1     0.000000 0.706444 +0.017110 -0.984148 +0.000000 +1.001258 +0.597729
4095    3496    2363    F   8    0     2     0.003418 0.697511 +0.815123 +0.378590 +0.000000 +0.436533 +0.420432
4096    3715    3286    F   9    0     0     0.013916 0.712467 -0.029714 -0.265986 +0.000000 +0.236272 +0.383758
4097    2965    4084    F   9    0     0     0.024902 0.696733 +0.559267 +0.184827 +0.000000 +0.374440 +0.468188
4098    2386    2187    M   9    0     0     0.007812 0.680489       --- +0.000000 +0.000000 +0.521319 +0.448085
4099    3886    3405    M   9    0     0     0.010986 0.698000       --- +0.000000 +0.000000 +0.505922 +0.431840
4100    2386    4069    F   9    1     0     0.007812 0.684667 +1.418647 +1.065662 +0.000000 +0.352984 +0.502459
4101    3746    1696    M   9    0     0     0.000000 0.713311       --- +0.000000 +0.000000 +0.907313 +0.596504
4102    2762    3262    F   9    0     0     0.013672 0.702778 -0.264785 -1.082818 +0.000000 +0.818032 +0.457890
4103    1151    2882    F   9    0     0     0.000000 0.695444 -0.783683 -1.147334 +0.000000 +0.363651 +0.378972
4104    3853    2581    F   9    0     0     0.018555 0.731933 -0.323996 -0.738794 +0.000000 +0.414797 +0.419194
4105    3702    3283    F   9    0     0     0.010254 0.713244 +2.059404 +1.466893 +0.000000 +0.592510 +0.478523
4106    3768    4014    F   9    1     0     0.020813 0.720533 +0.733460 +0.222370 +0.000000 +0.511091 +0.514142
4107    3507    2226    M   9    0     0     0.005859 0.708044       --- +0.000000 +0.000000 +0.413063 +0.395476
4108    2943    3465    F   9    0     1     0.016602 0.703756 +1.498890 +0.633673 +0.000000 +0.865216 +0.508955
4109    4018    3439    M   9    0     0     0.023438 0.704822       --- +0.000000 +0.000000 +0.201677 +0.518533
4110    3481    3272    F   9    0     1     0.022461 0.721311 +0.930863 +0.828776 +0.000000 +0.102087 +0.473634
4111    3349    1133    F   9    1     0     0.000000 0.705844 +1.665167 +0.720793 +0.000000 +0.944373 +0.629255
4112    3577    3583    M   9    0     0     0.016113 0.714222       --- +0.000000 +0.000000 +0.842015 +0.533207
4113    4070    3736    M   9    0     0     0.011475 0.705200       --- +0.000000 +0.000000 +0.723346 +0.641107
4114    2719    3670    F   9    0     1     0.013672 0.703889 +2.276204 +1.878651 +0.000000 +0.397553 +0.651484
4115    3423    3075    F   9    0     0     0.017578 0.688689 +0.761410 -0.204055 +0.000000 +0.965465 +0.489441
4116    3853    3213    M   9    0     0     0.015137 0.710244       --- +0.000000 +0.000000 +0.547431 +0.497692
4117    3810    2865    M   9    0     0     0.011230 0.694400       --- +0.000000 +0.000000 +0.211110 +0.407446
4118    3229    2761    M   9    0     0     0.010742 0.706156       --- +0.000000 +0.000000 +0.381372 +0.523938
4119    3370    3393    M   9    0     0     0.019531 0.686867       --- +0.000000 +0.000000 +0.368634 +0.434309
4120    3746    2218    M   9    0     0     0.000000 0.706178       --- +0.000000 +0.000000 +0.358235 +0.547186
4121    3746    3453    M   9    0     0     0.006470 0.695689       --- +0.000000 +0.000000 +0.463348 +0.487230
4122    2795    2860    M   9    0     0     0.007812 0.695844       --- +0.000000 +0.000000 +0.572938 +0.467408
4123    1878    2636    F   9    0     0     0.015625 0.707800 +1.183100 +0.891999 +0.000000 +0.291101 +0.423946
4124    3507    159     F   9    0     0     0.000000 0.712844 +1.175324 +0.815753 +0.000000 +0.359571 +0.438334
4125    3422    2837    F   9    1     0     0.011719 0.712311 +1.015924 +0.279083 +0.000000 +0.736841 +0.608356
4126    3768    2553    M   9    0     0     0.005859 0.710733       --- +0.000000 +0.000000 +0.130881 +0.443565
4127    3702    3451    F   9    0     0     0.010376 0.696667 -0.791408 -1.287877 +0.000000 +0.496468 +0.327145
4128    3886    3156    F   9    1     0     0.010986 0.683289 +1.355759 +0.489619 +0.000000 +0.866140 +0.505152
4129    3507    131     M   9    0     0     0.000000 0.709600       --- +0.000000 +0.000000 +0.107769 +0.375359
4130    3886    3565    M   9    0     0     0.006836 0.707822       --- +0.000000 +0.000000 +0.110831 +0.526411
4131    3795    3895    M   9    0     0     0.018127 0.707289       --- +0.000000 +0.000000 +0.304562 +0.539994
4132    3649    3421    F   9    0     0     0.008301 0.706400 -0.315522 -0.380965 +0.000000 +0.065443 +0.391538
4133    3853    2880    M   9    0     0     0.012451 0.699311       --- +0.000000 +0.000000 +0.414287 +0.428305
4134    2719    3711    F   9    0     1     0.013184 0.687333 +1.119603 +0.858691 +0.000000 +0.260912 +0.465127
4135    2763    3220    M   9    0     0     0.010742 0.700978       --- +0.000000 +0.000000 +0.419735 +0.582981
4136    4070    3956    M   9    0     0     0.013794 0.689133       --- +0.000000 +0.000000 +0.309777 +0.568332
4137    3693    1724    F   9    0     0     0.000000 0.706289 +0.136710 -0.635855 +0.000000 +0.772565 +0.525333
4138    1878    1910    F   9    0     0     0.000000 0.695222 +0.362119 +0.024540 +0.000000 +0.337579 +0.346287
4139    4018    3796    M   9    0     0     0.014160 0.706400       --- +0.000000 +0.000000 +0.523895 +0.484414
4140    2719    3743    M   9    0     0     0.012939 0.698822       --- +0.000000 +0.000000 +0.628884 +0.477016
4141    4082    3128    F   9    0     0     0.012451 0.704311 -1.327358 -1.582323 +0.000000 +0.254965 +0.378532
4142    3856    4004    M   9    0     0     0.015900 0.692311       --- +0.000000 +0.000000 +0.823888 +0.433517
4143    3423    2392    M   9    0     0     0.011719 0.718622       --- +0.000000 +0.000000 +0.672906 +0.522906
4144    1151    2353    M   9    0     0     0.000000 0.696956       --- +0.000000 +0.000000 +0.926061 +0.463311
4145    2965    2524    F   9    0     0     0.000000 0.713222 +0.696556 +0.643610 +0.000000 +0.052947 +0.334599
4146    2195    3408    M   9    0     0     0.017578 0.694556       --- +0.000000 +0.000000 +0.957567 +0.561855
4147    3370    2327    F   9    1     0     0.005859 0.694756 +1.725420 +1.350092 +0.000000 +0.375328 +0.477317
4148    4018    2933    F   9    0     0     0.012024 0.700067 +1.090739 +0.436289 +0.000000 +0.654450 +0.515899
4149    3370    4078    M   9    0     0     0.009766 0.701533       --- +0.000000 +0.000000 +0.305156 +0.436327
4150    3426    1687    M   9    0     0     0.000000 0.698356       --- +0.000000 +0.000000 +0.604910 +0.295307
4151    3423    3806    F   9    0     1     0.026855 0.703556 +2.277564 +1.415873 +0.000000 +0.861691 +0.735256
4152    2795    3242    F   9    1     0     0.015625 0.710911 +1.913409 +1.594337 +0.000000 +0.319072 +0.575108
4153    3591    4054    F   9    0     0     0.010742 0.684933 -0.174380 -0.243353 +0.000000 +0.068972 +0.390561
4154    4082    3395    M   9    0     0     0.014893 0.702178       --- +0.000000 +0.000000 +0.768842 +0.510784
4155    3713    2740    M   9    0     0     0.019531 0.709178       --- +0.000000 +0.000000 +0.664124 +0.523895
4156    3856    2359    M   9    0     0     0.022705 0.702444       --- +0.000000 +0.000000 +0.771727 +0.376732
4157    2762    2834    F   9    1     0     0.015625 0.707333 +1.268089 +0.749824 +0.000000 +0.518265 +0.505731
4158    4082    3346    M   9    0     0     0.019043 0.700000       --- +0.000000 +0.000000 +0.362988 +0.514109
4159    3496    2210    M   9    0     0     0.001953 0.693911       --- +0.000000 +0.000000 +0.406988 +0.371046
4160    3591    3069    M   9    0     0     0.007812 0.697956       --- +0.000000 +0.000000 +0.247124 +0.484717
4161    3481    3781    M   9    0     0     0.013184 0.699178       --- +0.000000 +0.000000 +0.132126 +0.482792
4162    3215    3903    M   9    0     0     0.021790 0.706222       --- +0.000000 +0.000000 +0.689800 +0.551472
4163    3715    3794    M   9    0     0     0.011810 0.706467       --- +0.000000 +0.000000 +0.774465 +0.456009
4164    4018    2779    F   9    0     0     0.009033 0.703356 +2.248623 +1.921495 +0.000000 +0.327128 +0.496433
4165    3340    4022    F   9    0     1     0.020508 0.683511 +1.677660 +1.120844 +0.000000 +0.556816 +0.664426
4166    3713    3733    F   9    1     0     0.020996 0.693933 +0.447474 -0.379577 +0.000000 +0.827050 +0.580962
4167    3961    2518    M   9    0     0     0.015625 0.701022       --- +0.000000 +0.000000 +0.582786 +0.412824
4168    3       2447    F   9    0     0     0.000000 0.698533 -0.866166 -1.469289 +0.000000 +0.603123 +0.289402
4169    2943    3048    M   9    0     0     0.005859 0.696733       --- +0.000000 +0.000000 +0.342773 +0.354143
4170    3496    3263    M   9    0     0     0.015137 0.704578       --- +0.000000 +0.000000 +0.491388 +0.410122
4171    3693    1097    M   9    0     0     0.000000 0.692667       --- +0.000000 +0.000000 +0.836899 +0.512137
4172    2655    1764    M   9    0     0     0.000000 0.701867       --- +0.000000 +0.000000 +0.168899 +0.331257
4173    3426    165     M   9    0     0     0.000000 0.689111       --- +0.000000 +0.000000 +0.517780 +0.284783
4174    2079    909     F   9    1     0     0.000000 0.707333 +3.728058 +3.301186 +0.000000 +0.426873 +0.657555
4175    3       2286    F   9    0     0     0.000000 0.700089 -1.042216 -1.353750 +0.000000 +0.311534 +0.273995
4176    4082    3276    M   9    0     0     0.020630 0.715978       --- +0.000000 +0.000000 +0.552469 +0.449294
4177    3426    1498    F   9    0     0     0.000977 0.690467 +0.125839 -0.487201 +0.000000 +0.613039 +0.388667
4178    3481    3783    F   9    1     0     0.017822 0.686244 +0.617391 +0.172667 +0.000000 +0.444724 +0.501592
4179    3       1538    M   9    0     0     0.000000 0.685956       --- +0.000000 +0.000000 +0.803589 +0.427216
4180    1677    3237    M   9    0     0     0.003906 0.689600       --- +0.000000 +0.000000 +0.365960 +0.365070
4181    3423    2540    F   9    0     1     0.011719 0.703378 +1.033151 +0.432949 +0.000000 +0.600202 +0.540771
4182    3       2371    F   9    0     0     0.000000 0.690222 +0.544155 +0.146833 +0.000000 +0.397323 +0.387426
4183    2079    2344    F   9    0     0     0.000000 0.677778 -0.191158 -0.504740 +0.000000 +0.313582 +0.451670
4184    2719    2563    M   9    0     0     0.000000 0.707556       --- +0.000000 +0.000000 +0.387498 +0.375130
4185    3853    3452    F   9    0     0     0.014893 0.702978 +0.135709 -0.269634 +0.000000 +0.405343 +0.454013
4186    3649    3529    F   9    1     0     0.006104 0.693689 +1.697461 +1.404967 +0.000000 +0.292494 +0.532555
4187    4070    3864    F   9    1     0     0.013794 0.700467 +1.098924 +0.646256 +0.000000 +0.452668 +0.581731
4188    3370    2773    F   9    0     0     0.007812 0.711667 +0.666198 +1.237473 +0.000000 -0.571275 +0.407080
4189    2762    1765    M   9    0     0     0.000000 0.710800       --- +0.000000 +0.000000 +0.397349 +0.413717
4190    2655    1423    F   9    0     0     0.000000 0.687000 -0.457801 -0.769358 +0.000000 +0.311558 +0.313023
4191    3422    3109    M   9    0     0     0.015625 0.695200       --- +0.000000 +0.000000 +0.385209 +0.550094
4192    3422    2969    M   9    6     4     0.016602 0.705111       --- +0.000000 +0.000000 +0.913412 +0.684051
4193    3713    3952    M   9    0     0     0.015869 0.679022       --- +0.000000 +0.000000 +0.301756 +0.544537
4194    3768    2104    F   9    0     0     0.007812 0.702400 +0.644388 -0.135837 +0.000000 +0.780225 +0.511079
4195    3       2729    F   9    0     0     0.000000 0.705600 +1.300466 +0.968866 +0.000000 +0.331600 +0.473235
4196    3577    3941    F   9    0     0     0.018799 0.703044 -0.290286 -0.405379 +0.000000 +0.115094 +0.457204
4197    3649    3087    M   9    0     0     0.012695 0.703644       --- +0.000000 +0.000000 +0.422184 +0.378077
4198    3795    3867    M   9    0     0     0.013092 0.694200       --- +0.000000 +0.000000 +0.393416 +0.455283
